name_x,ogrn,short_name,full_name,address_x,website,reg_date,liq_date,status_x,inn,region,okato,oktmo_code,okved,okved_code,okopf,okopf_code,domain_name,registrar,creation_date,expiration_date
"ИЯФ СО РАН, ПК",1025400005542.0,ПК ИЯФ СО РАН,ОБЩЕСТВЕННАЯ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ РАБОТНИКОВ ИНСТИТУТА ЯДЕРНОЙ ФИЗИКИ СО РАН,"630090, Новосибирская обл., г. Новосибирск, проспект Академика Лаврентьева, д. 11",profcombinp.ru,1999-06-11,,Действующая,5408123872.0,Новосибирская область,"Новосибирская область, Новосибирск, Советский",50701000001.0,Деятельность профессиональных союзов,94.20,Профсоюзные организации,20202.0,PROFCOMBINP.RU,REGRU-RU,2021-12-27 10:01:58,2022-12-27 10:01:58
"ЙОШКАР-ОЛИНСКАЯ СЮАШ-ЦЕНТР СТК РО ДОСААФ РОССИИ РМЭ, ПОУ",1021200757973.0,"ПОУ ""ЙОШКАР-ОЛИНСКАЯ СЮАШ-ЦЕНТР ""СТК"" РО ДОСААФ РОССИИ РМЭ""","ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЙОШКАР-ОЛИНСКАЯ СПЕЦИАЛИЗИРОВАННАЯ ЮНОШЕСКАЯ АВТОМОБИЛЬНАЯ ШКОЛА-ЦЕНТР ""СТК"" РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" РЕСПУБЛИКИ МАРИЙ ЭЛ""","424032, Марий Эл респ., г. Йошкар-Ола, ул. Павленко, д. 74",stkdosaaf-yola.ru,1992-11-18,,Действующая,1215019684.0,Марий Эл (Республика),"Республика Марий Эл, Йошкар-Ола",88701000001.0,Образование профессиональное дополнительное,85.42,Частные учреждения,75500.0,STKDOSAAF-YOLA.RU,REGRU-RU,2013-03-05 09:55:44,2023-03-05 10:55:44
"ЙОШКАР-ОЛИНСКИЙ ТЦ ДОСААФ РОССИИ, ПОУ",1021200768104.0,"ПОУ ""ЙОШКАР-ОЛИНСКИЙ ТЦ ДОСААФ РОССИИ""","ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЙОШКАР-ОЛИНСКИЙ ТЕХНИЧЕСКИЙ ЦЕНТР ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ""""","424037, Марий Эл респ., г. Йошкар-Ола, ул. Дружбы, д. 98",tc-dosaaf.ru,1999-09-20,,Действующая,1215062390.0,Марий Эл (Республика),"Республика Марий Эл, Йошкар-Ола",88701000001.0,Образование профессиональное среднее,85.21,Частные учреждения,75500.0,TC-DOSAAF.RU,RU-CENTER-RU,2013-10-23 05:06:29,2022-10-23 06:06:29
"КАВКАЗ, ЧУДПО УЦ",1022601934695.0,"ЧУДПО УЦ ""КАВКАЗ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНЫЙ ЦЕНТР ""КАВКАЗ""","355017, Ставропольский кр., г. Ставрополь, пер. Зоотехнический, д. 15 офис 51",kavkaz-uc.ru,2002-08-21,,Действующая,2635063744.0,Ставропольский край,"Ставропольский край, Ставрополь, Ленинский",7701000001.0,"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,Частные учреждения,75500.0,KAVKAZ-UC.RU,ACTIVE-RU,2020-09-25 14:01:51,2022-09-25 14:01:51
"КАДРОВИК ПЛЮС, ЧОУ ДПО ЦПК",1095200002831.0,"ЧОУ ДПО ЦПК ""КАДРОВИК ПЛЮС""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ЦЕНТР ПОВЫШЕНИЯ КВАЛИФИКАЦИИ ""КАДРОВИК ПЛЮС""","603163, Нижегородская обл., г. Нижний Новгород, ул. Александра Хохлова, д. 1 кв. 53",kadrovik-plyus.ru,2009-08-18,,Действующая,5261068595.0,Нижегородская область,"Нижегородская область, Нижний Новгород, Нижегородский",22701000001.0,Образование профессиональное дополнительное,85.42,Частные учреждения,75500.0,KADROVIK-PLYUS.RU,RU-CENTER-RU,2012-09-13 07:46:05,2022-09-13 08:46:05
"КАЗАНЬ ЭКСПО, АНО",1191690068790.0,"АНО ""КАЗАНЬ ЭКСПО""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР РАЗВИТИЯ И ПОДДЕРЖКИ КОНГРЕССНО-ВЫСТАВОЧНЫХ, КУЛЬТУРНЫХ, ЗРЕЛИЩНО-РАЗВЛЕКАТЕЛЬНЫХ, СПОРТИВНО-МАССОВЫХ И СОЦИАЛЬНО-ОРИЕНТИРОВАННЫХ МЕРОПРИЯТИЙ ""КАЗАНЬ ЭКСПО""","422623, Татарстан респ., Лаишевский район, с. Большие Кабаны, ул. Выставочная, д. ЗД. 1 к. 1",tatoilexpo-2022.ru,2019-08-23,,Действующая,1624017663.0,Республика Татарстан,"Республика Татарстан, Лаишевский район, с Большие Кабаны",92634412106.0,"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,Автономные некоммерческие организации,71400.0,TATOILEXPO-2022.RU,REGRU-RU,2022-03-30 10:46:09,2023-03-30 10:46:09
"КАЛАЧЕВСКИЙ УСТК ДОСААФ РОССИИ, ПОУ",1023405368579.0,"ПОУ ""КАЛАЧЕВСКИЙ УСТК ДОСААФ РОССИИ""","ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАЛАЧЕВСКИЙ УЧЕБНЫЙ СПОРТИВНО- ТЕХНИЧЕСКИЙ КЛУБ РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" ВОЛГОГРАДСКОЙ ОБЛАСТИ""","404503, Волгоградская обл., Калачевский район, г. Калач-На-Дону, ул. Октябрьская, д. 269",dosaaf34-kl.ru,1996-12-09,,Действующая,3409005959.0,Волгоградская область,"Волгоградская область, Калачевский район, Калач-на-Дону",18616101001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,DOSAAF34-KL.RU,REGTIME-RU,2013-04-10 12:51:04,2023-04-10 13:51:04
"КАЛЕЙДОСКОП, АНО",1202700021590.0,"АНО ""КАЛЕЙДОСКОП""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО ПОДДЕРЖКЕ И РАЗВИТИЮ ОБЩЕСТВЕННЫХ ИНИЦИАТИВ ""КАЛЕЙДОСКОП""","682644, Хабаровский край, м.р-н Амурский, г.п. город Амурск, г Амурск, пр-кт Мира, д. 19, офис 219",proamursk.ru,2020-12-23,,Действующая,2706034118.0,Хабаровский край,"Хабаровский край, Амурск",8603101001.0,Деятельность информационных агентств,63.91,Автономные некоммерческие организации,71400.0,PROAMURSK.RU,RU-CENTER-RU,2019-02-14 06:13:39,2023-02-14 06:13:39
"КАЛИТА, НОУ",1035011651520.0,"НОУ ""КАЛИТА""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧЕРЕЖДЕНИЕ ""КУРСОВОЙ АВТОЛИЦЕЙ КАЛИТА""","143103, Московская обл., г. Руза, ул. Федеративная, д. 11",kalita-ruza.ru,2000-02-29,,Действующая,5075012980.0,Московская область,"Московская область, Руза",46766000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,KALITA-RUZA.RU,DOMENUS-RU,2014-08-15 14:00:01,2022-08-15 15:00:01
"КАЛУЖСКИЙ УКЦ, ЧУ ДПО",1204000002062.0,"ЧУ ДПО ""КАЛУЖСКИЙ УКЦ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""КАЛУЖСКИЙ УЧЕБНО-КВАЛИФИКАЦИОННЫЙ ЦЕНТР""","248012, Калужская обл., г. Калуга, ул. Кубяка, д. 18 кв. 26",kvalido.ru,2020-02-28,,Действующая,4028070020.0,Калужская область,"Калужская область, Калуга",29701000001.0,Образование профессиональное дополнительное,85.42,Частные учреждения,75500.0,KVALIDO.RU,RU-CENTER-RU,2020-08-12 10:48:14,2023-08-12 10:48:14
"КАМЕННЫЕ ПАЛАТКИ, ТОС",1216600011759.0,"ТОС ""КАМЕННЫЕ ПАЛАТКИ""","МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""КАМЕННЫЕ ПАЛАТКИ"" ГОРОД ЕКАТЕРИНБУРГ","620092, Свердловская обл, г.о. город Екатеринбург, г Екатеринбург, ул Владимира Высоцкого, д. 22, кв. 126",mzhk-1.ru,2021-03-03,,Действующая,6670500151.0,Свердловская область,"Свердловская область, Екатеринбург, Кировский",65701000001.0,"Деятельность прочих общественных организаций, не включенных в другие группировки",94.99,Территориальные общественные самоуправления,20217.0,MZHK-1.RU,RU-CENTER-RU,2022-05-11 14:57:10,2023-05-11 14:57:10
КАМЕНСК-ШАХТИНСКАЯ ГОРОДСКАЯ ОРГАНИЗАЦИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ,1056100007798.0,КАМЕНСК-ШАХТИНСКАЯ ГОРОДСКАЯ ОРГАНИЗАЦИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ,КАМЕНСК-ШАХТИНСКАЯ ГОРОДСКАЯ ОРГАНИЗАЦИЯ ПРОФЕССИОНАЛЬНОГО СОЮЗА РАБОТНИКОВ НАРОДНОГО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ,"347810, Ростовская обл, г.о. город Каменск-Шахтинский, г Каменск-Шахтинский, пр-кт Карла Маркса, д. 48, помещ. 12",камшахпрофсоюз.рф,2005-04-25,,Действующая,6147024379.0,Ростовская область,"Ростовская область, Каменск-Шахтинский",60719000001.0,Деятельность профессиональных союзов,94.20,Профсоюзные организации,20202.0,XN--80AAVJLNAGJL6AI1B6F.XN--P1AI,RUCENTER-RF,2022-03-22 05:32:19,2023-03-22 05:32:19
"КАМСКИЙ ИНСТИТУТ, ЧОУ ВО",1021606958988.0,"ЧОУ ВО ""КАМСКИЙ ИНСТИТУТ""","ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАМСКИЙ ИНСТИТУТ""","423818, Татарстан респ., г. Набережные Челны, проспект Мира, д. 76",kam-institut.ru,2002-12-24,,Действующая,1646010580.0,Республика Татарстан,"Республика Татарстан, Набережные Челны",92730000001.0,Образование высшее,85.22,Частные учреждения,75500.0,KAM-INSTITUT.RU,REGTIME-RU,2008-10-06 20:00:00,2022-10-06 21:00:00
"КАМСКИЙ ЦКР, АНО",1141600003544.0,"АНО ""КАМСКИЙ ЦКР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""КАМСКИЙ ЦЕНТР КЛАСТЕРНОГО РАЗВИТИЯ СУБЪЕКТОВ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА""","420021, Татарстан респ., г. Казань, ул. Московская, д. 55 пом. 1001",kamaklaster.ru,2014-10-09,2019-05-14,Недействующая,1650484880.0,Республика Татарстан,"Республика Татарстан, Казань, Вахитовский",92701000001.0,Деятельность коммерческих и предпринимательских членских организаций,94.11,Автономные некоммерческие организации,71400.0,KAMAKLASTER.RU,ACTIVE-RU,2019-11-21 14:01:45,2022-11-21 14:01:45
"КАМЫШИНСКАЯ ТЕХНИЧЕСКАЯ ШКОЛА ДОСААФ РОССИИ, ПОУ",1023404968223.0,"ПОУ ""КАМЫШИНСКАЯ ТЕХНИЧЕСКАЯ ШКОЛА ДОСААФ РОССИИ""","ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАМЫШИНСКАЯ ТЕХНИЧЕСКАЯ ШКОЛА РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" ВОЛГОГРАДСКОЙ ОБЛАСТИ""","403889, Волгоградская обл., г. Камышин, ул. Волгоградская, д. 45",досаафкам.рф,1992-01-16,,Действующая,3436004111.0,Волгоградская область,"Волгоградская область, Камышин",18715000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,XN--80AAAN6ANJY3A.XN--P1AI,REGRU-RF,2019-10-23 09:32:33,2022-10-23 09:32:33
"КАМЫШЛОВСКАЯ СПОРТИВНО-ТЕХНИЧЕСКАЯ ШКОЛА РО ДОСААФ РОССИИ СВЕРДЛОВСКОЙ ОБЛАСТИ, ПОУ",1026601074940.0,"ПОУ ""КАМЫШЛОВСКАЯ СПОРТИВНО-ТЕХНИЧЕСКАЯ ШКОЛА РО ДОСААФ РОССИИ СВЕРДЛОВСКОЙ ОБЛАСТИ""","ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАМЫШЛОВСКАЯ СПОРТИВНО-ТЕХНИЧЕСКАЯ ШКОЛА РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" СВЕРДЛОВСКОЙ ОБЛАСТИ","624860, Свердловская обл., г. Камышлов, ул. Карла Маркса, д. 31Б",камстш-досааф.рф,1997-03-04,,Действующая,6613002632.0,Свердловская область,"Свердловская область, Камышлов",65741000001.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,XN----7SBBAS7APSYDH4A9B.XN--P1AI,REGRU-RF,2019-04-18 08:30:04,2023-04-18 08:30:04
